,Exercise,Calories Burn,Actual Weight,Age,Duration,Heart Rate,BMI,Exercise Intensity,Gender_Male,Weather Conditions_Rainy,Weather Conditions_Sunny
1375,Exercise 6,292.3510209,58.64606242,35,36,102,21.77391564,10,1,1,0
1376,Exercise 7,371.05946,85.59935242,26,51,158,31.42872463,8,0,0,1
1377,Exercise 4,420.4431128,85.18350757,42,57,135,26.09946047,8,0,0,1
1378,Exercise 1,188.7721477,67.03306824,60,26,113,23.77501825,6,1,0,0
1379,Exercise 2,393.4651723,65.44013469,53,58,128,19.83401327,6,1,0,0
1380,Exercise 9,439.2958244,75.31085864,59,58,149,34.40130529,2,0,0,1
1381,Exercise 9,415.5687572,58.51291155,54,28,131,22.11996279,2,1,1,0
1382,Exercise 5,340.5204191,65.0090264,25,23,121,19.74386862,1,1,0,1
1383,Exercise 1,107.5426171,56.17990419,42,55,114,19.34886846,7,0,0,0
1384,Exercise 7,280.2025412,92.46039725,43,27,166,27.67472322,1,1,0,0
1385,Exercise 2,401.5118209,92.46684133,44,59,138,26.20405336,1,1,0,1
1386,Exercise 1,215.4025353,60.4483248,53,46,115,34.83555827,7,1,0,1
1387,Exercise 6,472.8842644,57.74456784,57,53,129,33.43747075,8,0,0,0
1388,Exercise 10,452.4305079,73.99544054,45,25,145,28.5998299,4,1,0,1
1389,Exercise 5,423.5263821,76.00033978,18,23,171,20.15853899,8,1,0,1
1390,Exercise 8,344.4152182,63.69077852,25,44,112,26.06607443,4,0,0,0
1391,Exercise 6,401.2688491,59.61181852,38,54,115,31.89549754,4,1,0,0
1392,Exercise 2,483.9417791,57.45393453,30,60,106,22.06629173,10,1,0,0
1393,Exercise 7,321.7249052,56.36146164,54,24,163,28.15689796,2,0,0,0
1394,Exercise 10,132.7139134,80.37570456,23,25,110,30.94588459,7,0,0,1
1395,Exercise 7,170.8059674,56.02153292,31,29,147,21.62292795,5,0,1,0
1396,Exercise 6,356.4168235,79.98169894,42,22,125,32.01980558,4,0,0,1
1397,Exercise 8,435.4755773,57.48286842,45,22,133,19.16082703,6,1,0,1
1398,Exercise 8,323.9031529,87.90324789,36,47,109,19.00142064,8,0,0,1
1399,Exercise 6,267.6860694,88.4849079,38,27,179,22.0934186,4,1,1,0
1400,Exercise 6,280.065319,94.26967077,41,38,150,29.80438159,8,1,0,1
1401,Exercise 2,396.3321585,96.8717631,49,43,153,19.51182868,1,0,0,1
1402,Exercise 5,198.3174936,54.95228303,46,49,168,22.27905693,9,1,1,0
1403,Exercise 10,167.9966065,85.2211227,22,47,155,22.90057216,1,1,0,0
1404,Exercise 3,241.4443889,89.68933297,30,31,168,34.4829966,6,0,1,0
1405,Exercise 5,236.0766614,91.76573287,23,50,152,20.52982249,1,1,0,0
1406,Exercise 1,416.5850965,77.32104687,44,59,161,26.05652946,3,1,1,0
1407,Exercise 9,173.2933557,91.00604018,25,35,127,18.76301049,3,1,0,0
1408,Exercise 1,318.3628965,89.23628078,47,58,112,21.63170596,8,1,1,0
1409,Exercise 7,338.0502883,56.73859375,18,51,114,21.92902953,6,1,1,0
1410,Exercise 9,198.2195641,57.91380911,29,46,171,27.88327377,10,1,1,0
1411,Exercise 2,488.7330306,66.28389779,50,30,126,33.77364025,1,0,0,1
1412,Exercise 3,139.4745556,77.02421009,59,59,169,32.75711542,4,0,0,1
1413,Exercise 5,137.380076,61.53698524,28,24,123,19.88800835,4,1,0,1
1414,Exercise 10,239.4348273,96.91142722,60,33,111,21.91487744,9,0,1,0
1415,Exercise 8,444.6992823,68.34598977,35,56,162,34.02540519,3,0,0,0
1416,Exercise 8,149.0633406,93.94801929,32,51,147,29.6561649,1,1,1,0
1417,Exercise 5,394.6466637,71.74897319,24,60,180,28.64158303,8,1,0,0
1418,Exercise 1,299.456152,91.35867672,46,28,150,18.74261399,5,0,1,0
1419,Exercise 1,345.3533659,63.07784498,40,38,125,25.69899598,1,0,0,1
1420,Exercise 6,196.855735,71.62822608,36,35,125,24.23772681,4,1,0,0
1421,Exercise 10,248.3806343,72.89179769,53,29,144,32.01532132,4,1,1,0
1422,Exercise 8,199.7305682,47.40314761,51,46,146,23.58343675,1,0,0,0
1423,Exercise 5,334.5743093,81.07140787,31,60,117,18.61465048,7,0,1,0
1424,Exercise 7,416.4445772,84.53700097,40,34,124,25.2409227,3,1,0,1
1425,Exercise 6,463.0918012,83.58001375,45,52,130,34.29864782,6,0,0,0
1426,Exercise 3,401.108823,68.51564907,22,59,101,19.06591063,10,1,0,0
1427,Exercise 10,236.1693842,49.41874983,31,26,154,20.26249349,8,1,1,0
1428,Exercise 7,470.5824682,60.31750347,34,34,156,22.95983944,4,0,0,0
1429,Exercise 7,493.5577529,89.34824015,48,46,132,29.90588105,5,1,0,0
1430,Exercise 2,278.3084535,82.78971726,40,59,116,20.07972596,6,1,1,0
1431,Exercise 4,444.4839763,91.82289312,40,58,115,30.90334297,9,1,0,1
1432,Exercise 2,262.7202968,89.4413657,47,57,152,31.13858078,3,1,0,1
1433,Exercise 5,107.3406003,83.77683306,57,38,167,18.83588396,7,1,0,1
1434,Exercise 8,271.3059975,82.98405233,56,57,170,34.02685141,2,0,1,0
1435,Exercise 7,212.4625142,79.14239652,33,40,148,21.29461319,9,0,0,1
1436,Exercise 10,403.6966285,101.2440053,34,36,100,24.72864049,9,0,0,1
1437,Exercise 9,488.5922311,63.07627685,28,49,151,26.40479537,3,1,1,0
1438,Exercise 8,396.2980235,68.11984879,59,53,165,26.46121576,3,0,0,0
1439,Exercise 4,401.9023759,89.53870563,30,21,100,22.7256566,1,1,0,0
1440,Exercise 10,423.4228704,54.60161631,44,34,165,20.9525542,8,0,0,0
1441,Exercise 10,100.7159422,56.92080625,41,27,116,21.75251494,5,0,0,1
1442,Exercise 5,494.2259605,60.7717068,25,30,171,27.5319572,7,0,1,0
1443,Exercise 5,291.7430827,80.49627293,36,55,168,21.518692,4,0,0,1
1444,Exercise 5,135.9016038,94.75805256,32,58,101,23.36273453,10,0,0,0
1445,Exercise 9,336.9607152,65.11182158,37,47,172,31.45598271,7,0,0,0
1446,Exercise 4,438.095402,101.9304335,33,55,170,19.81427143,9,0,0,0
1447,Exercise 3,416.4868002,63.929422,37,24,142,18.56815697,1,0,0,0
1448,Exercise 5,482.1131089,52.11176058,27,42,107,21.87082661,7,0,0,0
1449,Exercise 3,386.4863697,70.13550803,40,52,143,28.81454123,1,0,0,1
1450,Exercise 8,224.6120062,67.80436946,31,32,163,21.58897495,5,1,0,0
1451,Exercise 10,344.7820762,77.49181495,54,29,160,21.49922953,7,1,0,1
1452,Exercise 1,460.7485834,59.43995878,49,41,141,20.73485453,1,1,0,0
1453,Exercise 6,245.7171227,61.38040784,55,20,126,29.66990745,9,0,0,1
1454,Exercise 6,419.8863392,86.75867484,55,31,129,27.41659776,6,0,0,1
1455,Exercise 9,414.0294815,87.60274848,36,57,168,30.78371588,7,0,0,1
1456,Exercise 4,157.4321045,86.23892228,49,21,155,29.12699849,1,1,1,0
1457,Exercise 9,449.8900042,80.00822564,29,26,120,32.99934932,2,1,0,0
1458,Exercise 8,358.1205522,74.70387555,33,51,173,28.55234297,5,1,1,0
1459,Exercise 8,150.3878441,71.07145198,27,49,173,23.81714362,3,1,0,1
1460,Exercise 5,284.862387,62.95991549,31,54,144,31.32520604,3,1,0,0
1461,Exercise 3,362.6923853,56.24910403,26,42,161,20.6060702,6,1,0,0
1462,Exercise 8,168.788833,66.74519428,50,37,119,28.57897471,2,0,0,0
1463,Exercise 9,164.2644045,72.78707091,42,32,103,20.49513839,7,0,1,0
1464,Exercise 10,172.4127044,102.6095576,33,57,164,27.21933461,9,0,0,0
1465,Exercise 5,212.7809518,94.88495189,40,34,148,27.69535977,8,1,0,1
1466,Exercise 4,256.2492169,59.62867923,51,26,140,23.77270302,5,1,0,0
1467,Exercise 8,266.2794297,94.54520835,33,39,148,28.84949168,7,0,0,0
1468,Exercise 6,284.6226574,88.8137183,33,54,128,26.08065414,6,0,1,0
1469,Exercise 10,157.3966439,92.89338201,53,43,100,31.15888869,6,0,1,0
1470,Exercise 7,497.5535463,89.90021623,36,21,147,19.43696481,2,0,1,0
1471,Exercise 3,200.9456693,56.01527052,34,41,175,25.14663618,1,1,0,0
1472,Exercise 10,397.8180673,85.96719143,33,58,145,29.04333801,9,0,0,0
1473,Exercise 6,287.4500567,82.18617433,59,55,121,24.96459797,7,0,0,0
1474,Exercise 6,407.3836265,60.04849827,26,46,113,30.97978916,4,0,0,0
1475,Exercise 7,252.8534605,83.46793409,53,35,146,29.11206537,9,1,0,0
1476,Exercise 1,441.0884399,59.58618568,50,38,153,19.88390583,10,1,1,0
1477,Exercise 3,168.9911685,95.4798805,43,37,174,28.51221811,2,1,0,0
1478,Exercise 3,338.5197044,85.61660139,44,22,174,30.78050524,9,0,0,0
1479,Exercise 6,211.1936351,66.18536141,49,30,150,34.31016474,2,1,1,0
1480,Exercise 1,414.1294657,72.57935969,48,57,102,32.77594993,2,1,1,0
1481,Exercise 5,126.11918,61.79371626,51,58,116,33.81986731,5,1,0,0
1482,Exercise 5,490.2873393,100.6392669,34,43,136,25.27972943,4,1,0,1
1483,Exercise 2,404.9903631,86.05183045,36,52,102,22.49001387,7,0,0,0
1484,Exercise 8,308.753138,90.89172076,25,28,148,26.08566354,3,0,0,0
1485,Exercise 1,439.7117745,92.49700649,23,52,155,20.73005249,1,0,0,0
1486,Exercise 5,289.9867586,76.89552302,31,37,180,33.76294623,2,1,0,1
1487,Exercise 8,252.0439109,93.88102812,52,55,153,31.82463254,4,1,1,0
1488,Exercise 4,212.9979123,82.74677725,45,42,162,19.22291901,1,0,0,0
1489,Exercise 3,164.3211054,97.45119841,50,39,125,28.23319224,3,1,0,1
1490,Exercise 8,119.6057488,63.11037198,18,31,164,32.00692742,3,1,0,1
1491,Exercise 8,342.1903013,51.54016998,50,44,148,27.12216782,4,0,0,0
1492,Exercise 7,217.1349417,100.4303893,60,55,117,18.91953256,6,1,0,0
1493,Exercise 5,377.2972227,95.03977307,20,32,161,24.52046004,5,0,0,1
1494,Exercise 9,336.7816057,95.67152598,41,55,127,27.74067324,10,1,1,0
1495,Exercise 8,448.2414351,85.31764717,59,60,141,27.52028118,2,0,1,0
1496,Exercise 9,410.990607,92.90389115,52,37,141,23.10423473,3,0,0,0
1497,Exercise 1,198.6019988,87.88981087,52,57,148,22.14359745,5,1,0,1
1498,Exercise 5,350.349462,99.76848217,22,28,160,33.53652925,10,0,0,0
1499,Exercise 1,112.884562,52.11734496,35,46,166,27.82311916,3,0,0,1
1500,Exercise 1,102.969452,58.02476477,49,31,111,18.89012037,6,1,1,0
1501,Exercise 9,435.3355112,76.57471611,55,46,137,20.75712358,9,0,0,0
1502,Exercise 10,177.2761876,56.83489896,21,37,115,19.98108565,10,1,0,0
1503,Exercise 6,169.7315488,78.35969054,58,28,126,23.02159716,5,0,1,0
1504,Exercise 7,370.4237601,96.81268442,36,44,158,24.15372792,7,1,0,1
1505,Exercise 9,298.0727811,63.5468922,43,34,102,29.66931469,7,0,0,0
1506,Exercise 8,461.7689669,72.34470374,23,32,100,32.47659449,10,0,1,0
1507,Exercise 5,187.3388442,52.00818384,48,23,178,24.20006275,7,1,1,0
1508,Exercise 3,471.5365786,82.62438972,34,21,164,26.04366519,9,0,0,1
1509,Exercise 4,160.4127488,69.5573106,51,37,103,21.07301405,10,0,1,0
1510,Exercise 2,165.6246853,55.47877644,43,47,129,32.03957651,3,1,0,0
1511,Exercise 10,351.3173199,70.08729091,44,20,113,24.85170449,8,1,1,0
1512,Exercise 4,208.2143828,83.90387757,33,48,115,34.74902174,4,1,0,1
1513,Exercise 3,439.7427892,73.28139169,45,31,117,33.34780113,8,1,1,0
1514,Exercise 7,200.0477121,74.04164741,40,37,128,19.60346448,1,0,1,0
1515,Exercise 6,270.0914727,74.83341701,35,45,111,27.1459802,1,1,0,0
1516,Exercise 6,497.8752974,61.47389105,48,28,164,31.48063898,8,1,0,0
1517,Exercise 3,202.0923047,90.89055695,31,52,160,22.45711431,5,0,0,1
1518,Exercise 9,408.6805585,98.81235218,32,59,164,18.5863689,1,0,0,1
1519,Exercise 2,355.8863515,66.44642688,32,32,146,30.13467809,7,0,1,0
1520,Exercise 2,306.4364815,59.14082046,30,41,115,32.62707649,1,1,0,1
1521,Exercise 6,488.0199768,47.76463023,26,21,155,22.6464056,10,1,1,0
1522,Exercise 3,150.9458336,83.46106237,53,27,146,29.18529522,5,1,0,1
1523,Exercise 1,182.0207481,85.93020134,33,46,109,33.53423947,6,0,0,0
1524,Exercise 4,460.7632088,57.86493015,58,45,173,23.10795339,4,1,0,0
1525,Exercise 7,395.7818258,99.42743566,37,32,152,33.03128129,8,0,0,1
1526,Exercise 1,294.0214406,74.31626077,46,20,158,31.97198485,9,1,1,0
1527,Exercise 7,323.0396262,54.68819116,28,56,114,23.75365166,4,0,0,1
1528,Exercise 6,244.8819478,72.46396828,53,39,119,29.31870247,1,0,0,0
1529,Exercise 10,460.7324491,50.49596945,45,36,173,19.7838343,2,1,0,1
1530,Exercise 2,146.0793262,59.2737052,28,51,116,22.08277051,8,1,1,0
1531,Exercise 2,312.4136138,78.07073298,25,54,105,31.01658653,10,1,0,1
1532,Exercise 5,187.366311,86.45546931,47,48,167,24.3232377,10,0,0,1
1533,Exercise 1,159.3728367,91.61164319,20,36,164,29.47589858,1,1,1,0
1534,Exercise 10,193.4577639,85.42365471,40,24,130,26.39199394,8,1,1,0
1535,Exercise 6,300.9538849,63.02738744,35,54,149,29.74416444,8,1,1,0
1536,Exercise 1,210.058121,81.3893184,39,34,110,31.74940424,1,1,0,0
1537,Exercise 5,451.4302191,82.10106543,48,35,104,23.02789564,4,0,0,0
1538,Exercise 8,371.2051117,70.14683541,41,33,140,26.76288978,6,0,0,1
1539,Exercise 10,207.7603606,53.71389842,54,53,130,33.69641576,2,0,1,0
1540,Exercise 9,352.4546488,82.45542779,27,35,163,23.04409868,3,0,0,1
1541,Exercise 6,298.418361,54.57582718,41,28,161,18.81589395,8,0,0,1
1542,Exercise 5,316.5890341,64.75219041,53,52,179,32.73007094,10,0,0,1
1543,Exercise 5,253.5159488,94.61248435,45,50,130,30.84312574,6,1,1,0
1544,Exercise 6,111.0911111,75.22540851,38,36,130,18.87882684,5,1,0,0
1545,Exercise 10,406.9542267,77.19009182,59,52,180,32.08948954,6,1,1,0
1546,Exercise 9,309.8301053,91.90069481,45,23,159,32.83012873,3,1,0,0
1547,Exercise 5,441.7176246,100.6249955,32,30,175,18.86226359,2,1,1,0
1548,Exercise 5,154.2895486,89.63049986,50,34,136,27.94605146,5,0,0,1
1549,Exercise 3,473.2159514,83.65361432,52,52,118,20.09531161,10,1,1,0
1550,Exercise 7,296.7010113,92.0077943,52,50,179,31.86760424,7,1,0,1
1551,Exercise 5,137.6511258,61.32057346,22,60,152,29.38110186,4,0,0,1
1552,Exercise 9,490.8559776,61.21011625,40,50,143,30.99624352,3,0,0,0
1553,Exercise 3,127.6509369,73.3803609,51,57,103,24.25744527,1,1,0,1
1554,Exercise 3,415.6634203,96.12511357,50,21,130,25.87628743,8,0,0,0
1555,Exercise 1,308.5221725,55.38652337,35,42,103,24.62438399,4,0,0,0
1556,Exercise 9,448.830305,96.71378608,34,55,123,30.48837699,9,1,1,0
1557,Exercise 5,148.8615945,94.35331234,20,28,105,26.59424074,4,1,1,0
1558,Exercise 5,218.1384595,91.60597926,37,57,123,29.82187044,7,0,0,0
1559,Exercise 2,487.8769844,93.43189078,22,27,169,23.16263251,1,0,0,0
1560,Exercise 9,386.3751923,92.86392033,21,56,145,18.760376,2,1,0,1
1561,Exercise 9,423.3551938,89.89471949,21,44,116,32.58452232,6,0,0,1
1562,Exercise 7,401.3782532,72.44402451,47,23,120,30.70258848,5,0,0,1
1563,Exercise 6,474.8552623,51.34847659,53,31,110,23.18826049,1,0,1,0
1564,Exercise 7,271.6324983,92.57102885,25,39,129,21.33364473,3,1,1,0
1565,Exercise 8,308.6113676,82.70156393,60,56,117,24.09229877,8,0,1,0
1566,Exercise 5,376.360605,96.44032865,41,46,153,27.76285925,2,0,1,0
1567,Exercise 4,373.0254911,54.74682692,31,56,126,20.5641184,8,0,0,0
1568,Exercise 8,299.6662853,92.63770469,51,48,121,27.54347185,8,1,0,1
1569,Exercise 10,215.2148518,94.96245176,54,59,123,23.65607488,2,1,1,0
1570,Exercise 6,499.8592625,88.1140551,35,52,179,18.66938906,5,1,0,0
1571,Exercise 9,294.1830335,91.51200616,36,45,104,20.26549157,4,1,0,1
1572,Exercise 3,417.1951568,94.13294472,41,56,176,27.7697699,9,1,0,1
1573,Exercise 9,421.0811877,71.18886659,30,26,157,22.14889456,10,1,0,1
1574,Exercise 5,262.8214399,85.96362592,39,37,111,18.54322539,3,1,1,0
1575,Exercise 2,358.319975,92.97285848,53,60,162,23.17252154,3,1,1,0
1576,Exercise 10,107.7812764,49.36278024,42,21,104,28.19205119,2,0,0,0
1577,Exercise 4,412.1758646,59.69695372,22,29,162,18.67465681,4,1,0,1
1578,Exercise 6,255.7052386,96.11373906,29,53,143,24.69631432,10,1,0,0
1579,Exercise 7,273.0937939,71.76905998,46,58,155,21.82198906,4,0,0,1
1580,Exercise 8,263.3022496,94.86961711,38,25,146,31.90864517,7,0,0,1
1581,Exercise 5,383.4221806,91.95193404,23,36,124,22.73829106,7,1,0,0
1582,Exercise 3,154.8543114,67.77880903,29,35,144,19.52996113,10,0,1,0
1583,Exercise 6,174.404291,97.61258346,31,45,168,20.74128725,6,1,1,0
1584,Exercise 8,440.5625199,69.70421629,47,29,140,21.62938771,8,0,0,0
1585,Exercise 1,237.7140507,67.38093517,22,52,172,29.22958968,2,0,1,0
1586,Exercise 7,434.4120556,51.3503858,52,53,164,34.7224654,5,0,0,1
1587,Exercise 8,180.7021929,92.1449006,19,58,167,30.92235583,3,1,0,1
1588,Exercise 6,205.0907575,91.56262924,21,53,129,21.49178539,2,1,1,0
1589,Exercise 8,422.5301823,52.51559608,30,38,156,21.98038819,7,1,0,1
1590,Exercise 4,423.1128103,47.20933449,52,46,158,21.60879559,8,0,0,0
1591,Exercise 2,155.4824533,59.58316449,27,28,174,31.631751,7,1,1,0
1592,Exercise 9,390.9933257,92.21132614,20,53,102,23.31940114,6,0,0,1
1593,Exercise 9,409.5340857,78.61310242,36,59,130,19.0023448,6,1,0,0
1594,Exercise 9,252.2864203,77.93567354,35,38,104,20.55747304,9,0,0,1
1595,Exercise 7,407.1381999,79.15849499,31,23,155,23.0009551,5,1,1,0
1596,Exercise 9,439.0952903,80.31245421,56,40,124,32.47777947,1,0,0,1
1597,Exercise 8,315.3364287,85.42646577,60,47,140,27.89373678,3,1,0,1
1598,Exercise 1,476.473668,86.16935487,31,53,107,26.41440739,10,0,0,1
1599,Exercise 9,252.0410698,83.08394723,54,29,143,34.58415926,8,1,0,0
1600,Exercise 9,337.8581946,97.70528043,19,31,143,19.61382756,10,1,0,0
1601,Exercise 10,317.6667175,76.73159014,49,46,141,28.92370698,2,0,1,0
1602,Exercise 4,354.4663589,74.02498033,46,36,123,33.15640773,1,0,1,0
1603,Exercise 5,433.5836446,84.97394263,56,59,159,21.35452462,10,0,0,0
1604,Exercise 5,304.8592557,78.32378327,20,42,117,25.72177201,5,0,1,0
1605,Exercise 4,233.3583454,61.6506766,26,37,157,28.08542006,2,0,1,0
1606,Exercise 5,231.3667893,55.2323656,59,30,170,19.66335311,4,0,0,0
1607,Exercise 6,419.6214492,90.55435328,21,47,125,25.48535168,6,1,0,0
1608,Exercise 1,432.7074314,74.13941216,20,48,127,20.4107327,5,1,0,1
1609,Exercise 5,307.2207342,97.76139445,24,37,160,28.06317607,9,1,0,1
1610,Exercise 6,310.6907285,63.49303307,57,47,133,28.1427992,8,1,1,0
1611,Exercise 10,237.4469857,92.00409555,27,56,153,22.10314342,5,1,1,0
1612,Exercise 2,239.0615845,97.09921214,46,47,171,26.97776439,4,0,1,0
1613,Exercise 7,428.5366964,82.95739208,18,25,145,30.83613785,2,1,0,0
1614,Exercise 2,110.6202259,59.45860201,23,49,174,24.43836304,4,1,0,1
1615,Exercise 5,448.838026,75.54138442,46,22,119,28.21075155,9,1,0,1
1616,Exercise 9,406.1393663,88.14789818,20,29,122,32.67987331,7,1,1,0
1617,Exercise 2,159.8598135,57.83179629,23,20,180,19.35051372,9,1,1,0
1618,Exercise 6,251.2931546,59.4604164,24,22,133,26.16538749,8,0,0,0
1619,Exercise 3,128.2299933,57.63119385,57,33,105,26.55712154,7,0,0,1
1620,Exercise 6,240.9688306,81.22332863,32,32,142,26.19390899,4,1,0,0
1621,Exercise 3,207.9190409,92.13171378,44,58,170,32.02227931,7,1,0,0
1622,Exercise 9,234.7350713,84.16149939,33,27,102,29.52264656,6,0,0,0
1623,Exercise 4,249.739253,68.02694066,55,51,148,23.89700279,1,1,0,1
1624,Exercise 5,467.0645438,53.09485071,27,53,154,20.21420255,5,0,0,0
1625,Exercise 1,351.564919,93.40141421,19,30,112,34.54023385,10,0,0,1
1626,Exercise 6,404.4097668,60.59119899,20,51,133,32.28287961,7,0,1,0
1627,Exercise 9,142.1845496,93.30965044,49,54,163,34.1631281,1,1,1,0
1628,Exercise 4,170.8054984,70.90388852,54,37,141,26.45014104,10,0,1,0
1629,Exercise 9,262.7334047,88.55791892,23,60,102,19.58614011,10,0,0,0
1630,Exercise 6,273.396663,74.58200752,45,40,160,26.78996561,7,0,1,0
1631,Exercise 1,335.8988774,82.65470844,55,43,122,24.71056299,3,1,1,0
1632,Exercise 4,229.29145,80.23870203,30,26,104,32.93030279,9,0,0,0
1633,Exercise 5,254.7610849,65.45657792,50,60,134,23.61800851,1,1,0,0
1634,Exercise 10,382.0635671,84.47974528,23,29,108,19.60424085,10,0,0,1
1635,Exercise 7,278.3260601,55.24722971,18,34,120,23.36666378,4,1,0,1
1636,Exercise 8,352.9550334,97.66365845,53,60,109,28.22957468,1,0,1,0
1637,Exercise 7,195.7600108,81.10262963,36,60,146,33.82256022,8,0,0,0
1638,Exercise 6,189.9629965,91.34656325,27,20,164,28.94269268,8,1,1,0
1639,Exercise 4,499.2445316,66.49279815,46,50,167,25.9403312,7,1,1,0
1640,Exercise 6,181.4555223,100.0202764,55,54,146,32.46454998,3,1,0,0
1641,Exercise 7,173.7720083,74.22076908,59,27,136,32.5378056,7,1,0,1
1642,Exercise 2,196.1226109,101.0800725,39,36,159,22.04256614,7,0,0,1
1643,Exercise 8,427.3286252,49.90558176,18,38,175,19.77707296,3,0,1,0
1644,Exercise 4,463.0944147,72.60179908,55,30,115,22.27379469,9,0,0,1
1645,Exercise 6,136.2371793,101.7003783,45,20,157,23.38197081,4,0,0,0
1646,Exercise 1,116.696443,58.64110774,34,45,124,18.51563581,8,1,0,1
1647,Exercise 4,459.9698568,57.42413975,43,23,164,29.90318986,10,0,0,1
1648,Exercise 5,436.6448007,96.05261111,29,42,163,34.65983175,2,0,0,0
1649,Exercise 9,241.557466,51.49828553,38,35,117,32.42612376,3,0,1,0
1650,Exercise 7,458.5605284,67.27119459,39,42,147,23.06316422,1,1,1,0
1651,Exercise 6,469.6932621,72.14083701,56,41,153,30.03228229,9,0,1,0
1652,Exercise 3,406.4984178,84.41569499,24,45,100,28.12251568,10,0,1,0
1653,Exercise 6,260.1852055,97.38186572,37,38,153,23.73868075,9,0,1,0
1654,Exercise 5,472.2727391,72.60876406,45,58,128,30.44635735,9,1,0,0
1655,Exercise 7,239.9947888,57.43677312,37,41,175,27.5537724,4,1,1,0
1656,Exercise 9,368.2090135,89.04956287,35,32,150,31.93318685,1,0,1,0
1657,Exercise 10,233.107551,66.25755366,30,26,109,22.88044241,9,0,0,1
1658,Exercise 10,324.6791328,66.41422614,48,40,152,25.02420278,8,1,1,0
1659,Exercise 4,338.6207494,61.39797634,34,20,142,27.83616889,2,1,0,0
1660,Exercise 1,298.3663584,70.27501233,55,25,143,18.55982102,2,1,0,0
1661,Exercise 7,460.075711,53.89543133,54,54,164,29.33006193,6,1,1,0
1662,Exercise 1,326.6496157,60.5102221,31,44,130,31.42791664,10,1,1,0
1663,Exercise 8,231.086955,76.16719982,50,49,148,29.64459981,2,1,0,0
1664,Exercise 3,341.8952361,87.81995532,55,26,179,25.79638256,10,0,1,0
1665,Exercise 9,126.7562235,71.03646459,51,43,180,34.30101896,3,0,0,0
1666,Exercise 8,427.2694783,53.69934146,38,30,162,19.38044987,2,1,0,1
1667,Exercise 1,392.6042705,51.47523156,25,54,175,18.50606393,1,0,0,1
1668,Exercise 1,325.4611207,54.03877518,51,42,130,19.61741799,1,1,0,1
1669,Exercise 6,254.6323778,68.38774739,26,42,114,21.18023042,6,0,0,0
1670,Exercise 8,255.3764829,52.03102183,30,55,155,19.59799242,10,0,0,1
1671,Exercise 9,189.1245321,81.60616993,24,58,179,29.31263494,7,0,1,0
1672,Exercise 1,285.9259742,93.21849499,49,26,134,25.87067574,4,0,0,0
1673,Exercise 4,179.4333092,97.23466722,19,54,146,31.51993728,4,1,0,0
1674,Exercise 3,283.2930913,51.96375808,44,58,171,20.53698638,8,1,1,0
1675,Exercise 9,472.1534215,52.47651821,53,45,180,23.32558261,2,1,0,0
1676,Exercise 7,426.5312255,59.8883457,52,22,135,22.65155305,9,0,0,0
1677,Exercise 3,436.1861753,64.52986782,51,36,118,29.84182037,9,0,1,0
1678,Exercise 10,109.3595931,68.08278662,57,41,112,22.22596697,5,1,0,1
1679,Exercise 9,326.5836765,84.21001361,55,38,135,22.41412426,3,1,1,0
1680,Exercise 6,243.5122567,49.00457629,31,37,107,22.51935156,9,0,0,0
1681,Exercise 10,131.5460192,95.57288733,25,29,174,23.00350687,2,1,1,0
1682,Exercise 1,328.0347869,92.95710376,29,32,170,34.28590941,1,0,1,0
1683,Exercise 1,364.9942203,84.30647357,35,46,124,32.75970624,8,0,0,0
1684,Exercise 1,336.2403375,89.90359315,24,28,119,30.98808757,6,0,0,0
1685,Exercise 2,103.3325126,66.57079886,34,57,136,33.75723338,10,0,1,0
1686,Exercise 1,212.100314,63.40660405,24,21,131,24.18336582,10,1,0,0
